number,pokemon_name,type_main,type_sub,height,weight,generation,bmi,description_main,description_sub,category,ability_main,ability_sub,weaknesses,hp,attack,defense,sp.atk,sp.def,speed,total,evolutions,evolution_type,hidden_ability,evolution_list_index
822,Corvisquire,Flying,,0.8,16.0,8.0,25.0,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",The lessons of many harsh battles have taught it how to accurately judge an opponent’s strength.,Raven,Keen Eye,Unnerve,"['Electric', 'Ice', 'Rock']",68.0,67.0,55.0,43.0,55.0,77.0,365.0,"['Rookidee', 'Corvisquire', 'Corviknight']",3 stages evolution,Big Pecks,"['821', '822', '823']"
823,Corviknight,Flying,Steel,2.2,75.0,8.0,15.5,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,"With their great intellect and flying skills, these Pokémon very successfully act as the Galar region’s airborne taxi service.",Raven,Pressure,Unnerve,"['Fire', 'Electric']",98.0,87.0,105.0,53.0,85.0,67.0,495.0,"['Rookidee', 'Corvisquire', 'Corviknight']",3 stages evolution,Mirror Armor,"['821', '822', '823']"
824,Blipbug,Bug,,0.4,8.0,8.0,50.0,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.","Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.",Larva,Compound Eyes,Swarm,"['Fire', 'Flying', 'Rock']",25.0,20.0,20.0,25.0,45.0,45.0,180.0,"['Blipbug', 'Dottler', 'Orbeetle']",3 stages evolution,Telepathy,"['824', '825', '826']"
825,Dottler,Bug,Psychic,0.4,19.5,8.0,121.9,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.","As it grows inside its shell, it uses its psychic abilities to monitor the outside world and prepare for evolution.",Radome,Compound Eyes,Swarm,"['Ghost', 'Fire', 'Flying', 'Dark', 'Rock', 'Bug']",50.0,35.0,80.0,50.0,90.0,30.0,335.0,"['Blipbug', 'Dottler', 'Orbeetle']",3 stages evolution,Telepathy,"['824', '825', '826']"
826,Orbeetle,Bug,Psychic,0.4,40.8,8.0,255.0,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",It emits psychic energy to observe and study what’s around it—and what’s around it can include things over six miles away.,Seven Spot,Swarm,Frisk,"['Ghost', 'Fire', 'Flying', 'Dark', 'Rock', 'Bug']",60.0,45.0,110.0,80.0,120.0,90.0,505.0,"['Blipbug', 'Dottler', 'Orbeetle']",3 stages evolution,Telepathy,"['824', '825', '826']"
827,Nickit,Dark,,0.6,8.9,8.0,24.7,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.","Cunning and cautious, this Pokémon survives by stealing food from others. It erases its tracks with swipes of its tail as it makes off with its plunder.",Fox,Run Away,Unburden,"['Fairy', 'Bug', 'Fighting']",40.0,28.0,28.0,47.0,52.0,50.0,245.0,"['Nickit', 'Thievul']",2 stages evolution,Stakeout,"['827', '828']"
828,Thievul,Dark,,1.2,19.9,8.0,13.8,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.","With a lithe body and sharp claws, it goes around stealing food and eggs. Boltund is its natural enemy.",Fox,Run Away,Unburden,"['Fairy', 'Bug', 'Fighting']",70.0,58.0,58.0,87.0,92.0,90.0,455.0,"['Nickit', 'Thievul']",2 stages evolution,Stakeout,"['827', '828']"
829,Gossifleur,Grass,,0.4,2.2,8.0,13.8,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",It whirls around in the wind while singing a joyous song. This delightful display has charmed many into raising this Pokémon.,Flowering,Regenerator,Cotton Down,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",40.0,40.0,60.0,40.0,60.0,10.0,250.0,"['Gossifleur', 'Eldegoss']",2 stages evolution,Effect Spore,"['829', '830']"
830,Eldegoss,Grass,,0.5,2.5,8.0,10.0,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,"The cotton on the head of this Pokémon can be spun into a glossy, gorgeous yarn—a Galar regional specialty.",Cotton Bloom,Regenerator,Cotton Down,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']",60.0,50.0,90.0,80.0,120.0,60.0,460.0,"['Gossifleur', 'Eldegoss']",2 stages evolution,Effect Spore,"['829', '830']"
831,Wooloo,Normal,,0.6,6.0,8.0,16.7,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.","If its fleece grows too long, Wooloo won’t be able to move. Cloth made with the wool of this Pokémon is surprisingly strong.",Sheep,Run Away,Fluffy,['Fighting'],42.0,40.0,55.0,40.0,45.0,48.0,270.0,"['Wooloo', 'Dubwool']",2 stages evolution,Bulletproof,"['831', '832']"
832,Dubwool,Normal,,1.3,43.0,8.0,25.4,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",Its majestic horns are meant only to impress the opposite gender. They never see use in battle.,Sheep,Steadfast,Fluffy,['Fighting'],72.0,80.0,100.0,60.0,90.0,88.0,490.0,"['Wooloo', 'Dubwool']",2 stages evolution,Bulletproof,"['831', '832']"
833,Chewtle,Water,,0.3,8.5,8.0,94.4,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,"It starts off battles by attacking with its rock-hard horn, but as soon as the opponent flinches, this Pokémon bites down and never lets go.",Snapping,Shell Armor,Strong Jaw,"['Grass', 'Electric']",50.0,64.0,50.0,38.0,38.0,44.0,284.0,"['Chewtle', 'Drednaw']",2 stages evolution,Swift Swim,"['833', '834']"
834,Drednaw,Water,Rock,1.0,115.5,8.0,115.5,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",This Pokémon rapidly extends its retractable neck to sink its sharp fangs into distant enemies and take them down.,Bite,Shell Armor,Strong Jaw,"['Electric', 'Fighting', 'Ground']",90.0,115.0,90.0,48.0,68.0,74.0,485.0,"['Chewtle', 'Drednaw']",2 stages evolution,Swift Swim,"['833', '834']"
835,Yamper,Electric,,0.3,13.5,8.0,150.0,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.","This gluttonous Pokémon only assists people with their work because it wants treats. As it runs, it crackles with electricity.",Puppy,Ball Fetch,,['Ground'],59.0,45.0,50.0,40.0,50.0,26.0,270.0,"['Yamper', 'Boltund']",2 stages evolution,Rattled,"['835', '836']"
836,Boltund,Electric,,1.0,34.0,8.0,34.0,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,"It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph.",Dog,Strong Jaw,,['Ground'],69.0,90.0,60.0,90.0,60.0,121.0,490.0,"['Yamper', 'Boltund']",2 stages evolution,Competitive,"['835', '836']"
837,Rolycoly,Rock,,0.3,12.0,8.0,133.3,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.","It can race around like a unicycle, even on rough, rocky terrain. Burning coal sustains it.",Coal,Heatproof,Steam Engine,"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']",30.0,40.0,50.0,40.0,50.0,30.0,240.0,"['Rolycoly', 'Carkol', 'Coalossal']",3 stages evolution,Flash Fire,"['837', '838', '839']"
838,Carkol,Rock,Fire,1.1,78.0,8.0,64.5,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,"By rapidly rolling its legs, it can travel at over 18 mph. The temperature of the flames it breathes exceeds 1,800 degrees Fahrenheit.",Coal,Flame Body,Steam Engine,"['Fighting', 'Rock']",80.0,60.0,90.0,60.0,70.0,50.0,410.0,"['Rolycoly', 'Carkol', 'Coalossal']",3 stages evolution,Flash Fire,"['837', '838', '839']"
839,Coalossal,Rock,Fire,2.8,310.5,8.0,39.6,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.","While it’s engaged in battle, its mountain of coal will burn bright red, sending off sparks that scorch the surrounding area.",Coal,Flame Body,Steam Engine,"['Fighting', 'Rock']",110.0,80.0,120.0,80.0,90.0,30.0,510.0,"['Rolycoly', 'Carkol', 'Coalossal']",3 stages evolution,Flash Fire,"['837', '838', '839']"
840,Applin,Grass,Dragon,0.2,0.5,8.0,12.5,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.","As soon as it’s born, it burrows into an apple. Not only does the apple serve as its food source, but the flavor of the fruit determines its evolution.",Apple Core,Gluttony,Ripen,"['Flying', 'Dragon', 'Poison', 'Fairy', 'Bug']",40.0,40.0,80.0,40.0,40.0,20.0,260.0,"['Applin', ['Flapple', 'Appletun']]",2 stages evolution with 2 forms,Bulletproof,"['840', ['841', '842']]"
841,Flapple,Grass,Dragon,0.3,1.0,8.0,11.1,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",It flies on wings of apple skin and spits a powerful acid. It can also change its shape into that of an apple.,Apple Wing,Gluttony,Ripen,"['Flying', 'Dragon', 'Poison', 'Fairy', 'Bug']",70.0,110.0,80.0,95.0,60.0,70.0,485.0,"['Applin', ['Flapple', 'Appletun']]",2 stages evolution with 2 forms,Hustle,"['840', ['841', '842']]"
842,Appletun,Grass,Dragon,0.4,13.0,8.0,81.3,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.","Its body is covered in sweet nectar, and the skin on its back is especially yummy. Children used to have it as a snack.",Apple Nectar,Gluttony,Ripen,"['Flying', 'Dragon', 'Poison', 'Fairy', 'Bug']",110.0,85.0,80.0,100.0,80.0,30.0,485.0,"['Applin', ['Flapple', 'Appletun']]",2 stages evolution with 2 forms,Thick Fat,"['840', ['841', '842']]"
843,Silicobra,Ground,,2.2,7.6,8.0,1.6,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.","It spews sand from its nostrils. While the enemy is blinded, it burrows into the ground to hide.",Sand Snake,Shed Skin,Sand Spit,"['Water', 'Grass', 'Ice']",52.0,57.0,75.0,35.0,50.0,46.0,315.0,"['Silicobra', 'Sandaconda']",2 stages evolution,Sand Veil,"['843', '844']"
844,Sandaconda,Ground,,3.8,65.5,8.0,4.5,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",Its unique style of coiling allows it to blast sand out of its sand sac more efficiently.,Sand Snake,Shed Skin,Sand Spit,"['Water', 'Grass', 'Ice']",72.0,107.0,125.0,65.0,70.0,71.0,510.0,"['Silicobra', 'Sandaconda']",2 stages evolution,Sand Veil,"['843', '844']"
845,Cramorant,Flying,Water,0.8,18.0,8.0,28.1,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.","This hungry Pokémon swallows Arrokuda whole. Occasionally, it makes a mistake and tries to swallow a Pokémon other than its preferred prey.",Gulp,Gulp Missile,,['Rock'],70.0,85.0,55.0,85.0,95.0,85.0,475.0,,No evolution,,
846,Arrokuda,Water,,0.5,1.0,8.0,4.0,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.","After it’s eaten its fill, its movements become extremely sluggish. That’s when Cramorant swallows it up.",Rush,Swift Swim,,"['Grass', 'Electric']",41.0,63.0,40.0,40.0,30.0,66.0,280.0,"['Arrokuda', 'Barraskewda']",2 stages evolution,Propeller Tail,"['846', '847']"
847,Barraskewda,Water,,1.3,30.0,8.0,17.8,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.","It spins its tail fins to propel itself, surging forward at speeds of over 100 knots before ramming prey and spearing into them.",Skewer,Swift Swim,,"['Grass', 'Electric']",61.0,123.0,60.0,60.0,50.0,136.0,490.0,"['Arrokuda', 'Barraskewda']",2 stages evolution,Propeller Tail,"['846', '847']"
848,Toxel,Electric,Poison,0.4,11.0,8.0,68.8,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.","It manipulates the chemical makeup of its poison to produce electricity. The voltage is weak, but it can cause a tingling paralysis.",Baby,Static,Rattled,['Psychic'],40.0,38.0,35.0,54.0,35.0,40.0,242.0,"['Toxel', 'Toxtricity']",2 stages evolution,Klutz,"['848', '849']"
849,Toxtricity,Electric,Poison,1.6,40.0,8.0,15.6,"Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it.","It has an electrical organ on its chest. While generating electricity, it fills its surroundings with what sounds like the strumming of a bass guitar.",Punk,Minus,Punk Rock,['Psychic'],75.0,98.0,70.0,114.0,70.0,75.0,502.0,"['Toxel', 'Toxtricity']",2 stages evolution,Technician,"['848', '849']"
850,Sizzlipede,Fire,Bug,0.7,1.0,8.0,2.0,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,"It wraps prey up with its heated body, cooking them in its coils. Once they’re well-done, it will voraciously nibble them down to the last morsel.",Radiator,Flash Fire,White Smoke,"['Water', 'Flying']",50.0,65.0,45.0,50.0,50.0,45.0,305.0,"['Sizzlipede', 'Centiskorch']",2 stages evolution,Flame Body,"['850', '851']"
851,Centiskorch,Fire,Bug,3.0,120.0,8.0,13.3,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.","While its burning body is already dangerous on its own, this excessively hostile Pokémon also has large and very sharp fangs.",Radiator,Flash Fire,White Smoke,"['Water', 'Flying']",100.0,115.0,65.0,90.0,90.0,65.0,525.0,"['Sizzlipede', 'Centiskorch']",2 stages evolution,Flame Body,"['850', '851']"
852,Clobbopus,Fighting,,0.6,4.0,8.0,11.1,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.","Its tentacles tear off easily, but it isn’t alarmed when that happens—it knows they’ll grow back. It’s about as smart as a three-year-old.",Tantrum,Limber,,"['Psychic', 'Flying', 'Fairy']",50.0,68.0,60.0,50.0,50.0,32.0,310.0,"['Clobbopus', 'Grapploct']",2 stages evolution,Technician,"['852', '853']"
853,Grapploct,Fighting,,1.6,39.0,8.0,15.2,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,"Searching for an opponent to test its skills against, it emerges onto land. Once the battle is over, it returns to the sea.",Jujitsu,Limber,,"['Psychic', 'Flying', 'Fairy']",80.0,118.0,90.0,70.0,80.0,42.0,480.0,"['Clobbopus', 'Grapploct']",2 stages evolution,Technician,"['852', '853']"
854,Sinistea,Ghost,,0.1,0.2,8.0,20.0,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",The teacup in which this Pokémon makes its home is a famous piece of antique tableware. Many forgeries are in circulation.,Black Tea,Weak Armor,,"['Ghost', 'Dark']",40.0,45.0,45.0,74.0,54.0,50.0,308.0,"['Sinistea', 'Polteageist']",2 stages evolution,Cursed Body,"['854', '855']"
855,Polteageist,Ghost,,0.2,0.4,8.0,10.0,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.","Leaving leftover black tea unattended is asking for this Pokémon to come along and pour itself into it, turning the tea into a new Polteageist.",Black Tea,Weak Armor,,"['Ghost', 'Dark']",60.0,65.0,65.0,134.0,114.0,70.0,508.0,"['Sinistea', 'Polteageist']",2 stages evolution,Cursed Body,"['854', '855']"
856,Hatenna,Psychic,,0.4,3.4,8.0,21.3,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.","If this Pokémon senses a strong emotion, it will run away as fast as it can. It prefers areas without people.",Calm,Anticipation,Healer,"['Ghost', 'Dark', 'Bug']",42.0,30.0,45.0,56.0,53.0,39.0,265.0,"['Hatenna', 'Hattrem', 'Hatterene']",3 stages evolution,Magic Bounce,"['856', '857', '858']"
